statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
4,structure,a,QS87-4-structure-a,Evidence of local arrangements to ensure that adults with osteoarthritis are advised to participate in muscle strengthening and aerobic exercise.,NA,NA,Local data collection.
4,process,a,QS87-4-process-a,Proportion of adults diagnosed with osteoarthritis who receive advice on participating in muscle strengthening exercise.,The number in the denominator who receive advice on participating in muscle strengthening exercise.,The number of adults newly diagnosed with osteoarthritis.,Local data collection. Data on exercise advice are included in the 'care.data' extract from the Health and Social Care Information Centre (not specific to people with osteoarthritis). Data on exercise advice and referrals to physiotherapy are included in the Keele Primary Care Consortium Osteoarthritis (OA) e-template for primary care consultations (endorsed by NICE).
4,process,b,QS87-4-process-b,Proportion of adults diagnosed with osteoarthritis who receive advice on participating in aerobic exercise.,The number in the denominator who receive advice on participating in aerobic exercise.,The number of adults newly diagnosed with osteoarthritis.,Local data collection. Data on exercise advice are included in the 'care.data' extract from the Health and Social Care Information Centre (not specific to people with osteoarthritis) and also in the Keele Primary Care Consortium Osteoarthritis (OA) e-template for primary care consultations (endorsed by NICE).
4,process,c,QS87-4-process-c,Proportion of adults with osteoarthritis who receive advice on participating in muscle strengthening and aerobic exercise at their review.,The number in the denominator who receive advice on participating in muscle strengthening and aerobic exercise.,The number of adults with osteoarthritis attending for a scheduled review of care.,Local data collection. Data on exercise advice are included in the 'care.data' extract from the Health and Social Care Information Centre (not specific to people with osteoarthritis). Data on exercise advice and referrals to physiotherapy are included in the Keele Primary Care Consortium Osteoarthritis (OA) e-template for primary care consultations (endorsed by NICE).
4,outcome,a,QS87-4-outcome-a,Physical activity in adults with osteoarthritis.,To be determined locally,To be determined locally,Local data collection.
4,outcome,b,QS87-4-outcome-b,Patient satisfaction with advice on exercise.,To be determined locally,To be determined locally,Local data collection.
5,structure,a,QS87-5-structure-a,Evidence of local arrangements to ensure that adults with osteoarthritis who are overweight or obese are offered support to lose weight.,NA,NA,Local data collection.
5,process,a,QS87-5-process-a,Proportion of adults with osteoarthritis who are overweight or obese who are offered support to lose weight.,The number in the denominator who are offered support to lose weight.,The number of adults with osteoarthritis who are overweight or obese.,Local data collection. Data on BMI values and dietary advice are included in the 'care.data' extract for the Health and Social Care Information Centre (not specific to people with osteoarthritis). Data on BMI values and weight advice are included in the Keele Primary Care Consortium Osteoarthritis (OA) e-template for primary care consultations (endorsed by NICE).
5,outcome,a,QS87-5-outcome-a,Weight loss in adults with osteoarthritis who are overweight or obese.,To be determined locally,To be determined locally,Local data collection. Data on BMI values are included in the 'care.data' extract for the Health and Social Care Information Centre (not specific to people with osteoarthritis). Data on BMI values are also included in the Keele Primary Care Consortium Osteoarthritis (OA) e-template for primary care consultations (endorsed by NICE).
5,outcome,b,QS87-5-outcome-b,Patient satisfaction with support to lose weight.,To be determined locally,To be determined locally,Local data collection.
6,structure,a,QS87-6-structure-a,Evidence of local arrangements to ensure that adults with osteoarthritis discuss and agree the timing of their next review with their primary healthcare team.,NA,NA,Local data collection.
6,process,a,QS87-6-process-a,Proportion of adults with osteoarthritis with an agreed date for a review.,The number in the denominator who have an agreed date for a review.,The number of adults with osteoarthritis.,Local data collection.
6,outcome,a,QS87-6-outcome-a,Adults with osteoarthritis are confident that their needs will be reviewed regularly.,To be determined locally,To be determined locally,Local data collection.
7,structure,a,QS87-7-structure-a,Evidence of local arrangements to ensure that adults with osteoarthritis are supported with non‑surgical core treatments for at least 3 months before any referral for consideration of joint surgery.,NA,NA,Local data collection.
7,process,a,QS87-7-process-a,Proportion of adults with osteoarthritis referred for consideration of joint surgery who were supported with non‑surgical core treatments for at least 3 months.,The number in the denominator who were supported with non‑surgical core treatments for at least 3 months.,The number of adults with osteoarthritis referred for consideration of joint surgery.,Local data collection.
8,structure,a,QS87-8-structure-a,Evidence of local arrangements to ensure that healthcare professionals do not use scoring tools to identify which adults with osteoarthritis are eligible for referral for consideration of joint surgery.,NA,NA,Local data collection.
8,process,a,QS87-8-process-a,Proportion of adults with osteoarthritis referred for consideration of joint surgery whose referral is based on a scoring tool.,The number in the denominator for whom the referral decision is based on a scoring tool.,The number of adults with osteoarthritis referred for consideration of joint surgery.,Local data collection.
8,outcome,a,QS87-8-outcome-a,Patient‑reported health outcomes for adults with osteoarthritis.,To be determined locally,To be determined locally,Local data collection.
