statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
4,outcome,b,QS38-4-outcome-b,Proportion of people with non-variceal acute upper gastrointestinal bleeding and stigmata of recent haemorrhage who need rescue therapies.,To be determined locally,To be determined locally,Local data collection.
5,structure,a,QS38-5-structure-a,Evidence of local arrangements to ensure that people with non-variceal acute upper gastrointestinal bleeding who continue to bleed or re-bleed after endoscopic treatment and who are haemodynamically unstable are given interventional radiology treatment (embolisation).,NA,NA,Local data collection.
5,process,a,QS38-5-process-a,Proportion of people with non-variceal acute upper gastrointestinal bleeding who continue to bleed or re-bleed after endoscopic treatment and who are haemodynamically unstable who receive interventional radiology treatment (embolisation).,The number of people in the denominator who receive interventional radiology treatment (embolisation).,The number of people with non-variceal acute upper gastrointestinal bleeding who continue to bleed or re-bleed after endoscopic treatment and who are haemodynamically unstable.,Local data collection. Contained in NICE audit support for Acute upper gastrointestinal bleeding: non-variceal (NICE clinical guideline 141). The British Society of Gastroenterology's UK comparative audit of upper gastrointestinal bleeding and the use of blood (2007) shows the proportion of people having either surgery or radiological intervention.
6,structure,a,QS38-6-structure-a,Evidence of local arrangements to ensure that people with suspected or confirmed variceal acute upper gastrointestinal bleeding are given antibiotic therapy at presentation.,NA,NA,Local data collection.
6,process,a,QS38-6-process-a,Proportion of people with suspected or confirmed variceal acute upper gastrointestinal bleeding who receive antibiotic therapy at presentation.,The number of people in the denominator who receive antibiotic therapy at presentation.,The number of people with suspected or confirmed variceal acute upper gastrointestinal bleeding at presentation.,Local data collection. Contained in NICE audit support for Acute upper gastrointestinal bleeding: variceal (NICE clinical guideline 141).
6,outcome,a,QS38-6-outcome-a,Rates of sepsis in people with suspected or confirmed variceal acute upper gastrointestinal bleeding.,To be determined locally,To be determined locally,Local data collection.
7,structure,a,QS38-7-structure-a,Evidence of local arrangements to ensure that people with acute upper gastrointestinal bleeding from oesophageal varices are given band ligation.,NA,NA,Local data collection.
7,process,a,QS38-7-process-a,Proportion of people with acute upper gastrointestinal bleeding from oesophageal varices who receive band ligation.,The number of people in the denominator who receive band ligation.,The number of people with acute upper gastrointestinal bleeding from oesophageal varices.,"Local data collection. Contained in NICE audit support for Acute upper gastrointestinal bleeding: variceal (NICE clinical guideline 141). The British Society of Gastroenterology's UK comparative audit of upper gastrointestinal bleeding and the use of blood (2007) shows the number of endoscopic therapeutic procedures, which includes banding."
7,outcome,a,QS38-7-outcome-a,Rates of uncontrolled bleeding in people with upper gastrointestinal bleeding from oesophageal varices.,To be determined locally,To be determined locally,Local data collection.
8,structure,a,QS38-8-structure-a,Evidence of local arrangements to ensure that people with acute upper gastrointestinal bleeding from gastric varices are given an endoscopic injection of N‑butyl‑2‑cyanoacrylate.,NA,NA,Local data collection.
8,process,a,QS38-8-process-a,Proportion of people with acute upper gastrointestinal bleeding from gastric varices who receive endoscopic injection of N‑butyl‑2‑cyanoacrylate.,The number of people in the denominator who receive endoscopic injection of N‑butyl‑2‑cyanoacrylate.,The number of people with acute upper gastrointestinal bleeding from gastric varices.,Local data collection. Contained in NICE audit support for Acute upper gastrointestinal bleeding: initial management (NICE clinical guideline 141).
8,outcome,a,QS38-8-outcome-a,Rates of uncontrolled bleeding in people with acute upper gastrointestinal bleeding from gastric varices.,To be determined locally,To be determined locally,Local data collection.
9,structure,a,QS38-9-structure-a,Evidence of local arrangements to ensure that people with uncontrolled acute upper gastrointestinal bleeding from varices are given TIPS.,NA,NA,Local data collection.
9,process,a,QS38-9-process-a,The proportion of people with uncontrolled acute upper gastrointestinal bleeding from varices who receive TIPS.,The number of people in the denominator who receive TIPS.,The number of people with uncontrolled acute upper gastrointestinal bleeding from varices.,Local data collection. Contained in NICE audit support for Acute upper gastrointestinal bleeding: variceal (NICE clinical guideline 141).
10,structure,a,QS38-10-structure-a,Evidence of local arrangements to ensure that people with acute upper gastrointestinal bleeding who take aspirin for secondary prevention of vascular events and in whom haemostasis has been achieved are advised to continue on low-dose aspirin.,NA,NA,Local data collection.
10,process,a,QS38-10-process-a,Proportion of people with acute upper gastrointestinal bleeding who take aspirin for secondary prevention of vascular events and in whom haemostasis has been achieved who are advised to continue on low-dose aspirin.,The number of people in the denominator who are advised to continue on low-dose aspirin.,The number of people with acute upper gastrointestinal bleeding who take aspirin for secondary prevention of vascular events and in whom haemostasis has been achieved.,Local data collection. The British Society of Gastroenterology's UK comparative audit of upper gastrointestinal bleeding and the use of blood (2007) records the drugs taken by people who have acute upper gastrointestinal bleeding.
