statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
3,process,b,QS89-3-process-b,Proportion of changes in care environment following a transfer that have a pressure ulcer risk reassessment carried out afterwards.,The number in the denominator that have a pressure ulcer risk reassessment carried out after the change in care environment.,The number of changes in care environment following a transfer.,Local data collection.
4,structure,a,QS89-4-structure-a,Evidence of local arrangements to ensure that people have a skin assessment if they are identified as high risk of developing pressure ulcers.,NA,NA,Local data collection.
4,process,a,QS89-4-process-a,Proportion of pressure ulcer risk assessments with an identification of high risk that have a follow‑up skin assessment.,The number in the denominator with a skin assessment carried out following the pressure ulcer risk assessment or reassessment.,The number of pressure ulcer risk assessments with an identification of high risk.,Local data collection.
5,structure,a,QS89-5-structure-a,Evidence of local arrangements to ensure that people at risk of developing pressure ulcers are given advice on the benefits and frequency of repositioning.,NA,NA,Local data collection.
5,process,a,QS89-5-process-a,Proportion of adults newly identified as being at risk of developing pressure ulcers that are given advice to change position at least every 6 hours.,"The number in the denominator, or their carers, who receive advice to change position at least every 6 hours.","The number of adults newly identified as being at risk, but not at high risk, of developing pressure ulcers.",Local data collection.
5,process,b,QS89-5-process-b,Proportion of adults newly identified as being at high risk of developing pressure ulcers that are given advice to reposition at least every 4 hours.,"The number in the denominator, or their carers, who receive advice to change position at least every 4 hours.",The number of adults newly identified as being at high risk of developing pressure ulcers.,Local data collection.
5,process,c,QS89-5-process-c,Proportion of children and young people newly identified as being at risk or high risk of developing pressure ulcers that are given advice to change position at least every 4 hours.,"The number in the denominator, or their carers, who receive advice to change position at least every 4 hours.",The number of children and young people newly identified as being at risk or high risk of developing pressure ulcers.,Local data collection.
6,structure,a,QS89-6-structure-a,Evidence of local arrangements to ensure that people who are unable to reposition themselves at the appropriate frequency are helped to do so.,NA,NA,NA
6,structure,b,QS89-6-structure-b,Evidence of local arrangements to ensure that repositioning equipment is available to help with repositioning people who are unable to reposition themselves.,NA,NA,Local data collection.
6,process,a,QS89-6-process-a,Proportion of adults at risk of developing pressure ulcers and needing help to change their position who have a plan for repositioning every 6 hours.,The number in the denominator who have a plan for repositioning every 6 hours.,"The number of adults at risk, but not high risk, of developing pressure ulcers who need help to change their position.",Local data collection.
6,process,b,QS89-6-process-b,Proportion of adults at high risk of developing pressure ulcers and needing help to change their position who have a plan for repositioning every 4 hours.,The number in the denominator who have a plan for repositioning every 4 hours.,The number of adults at high risk of developing pressure ulcers who need help to change their position.,Local data collection.
6,process,c,QS89-6-process-c,"Proportion of neonates, infants, children and young people at risk or high risk of developing pressure ulcers and needing help to change their position who have a plan for repositioning every 4 hours.",The number in the denominator who have a plan for repositioning every 4 hours.,"The number of neonates, infants, children and young people at risk or high risk of developing pressure ulcers who need help to change their position.",Local data collection.
7,structure,a,QS89-7-structure-a,"Evidence of local arrangements to ensure that people at high risk of developing pressure ulcers, and their carers, receive information on how to prevent them.",NA,NA,Local data collection.
7,process,a,QS89-7-process-a,Proportion of people newly identified at high risk of developing pressure ulcers who receive information on how to prevent them.,"The number in the denominator, or their carer, that receive information on how to prevent pressure ulcers.",The number of people newly identified at high risk of developing pressure ulcers.,Local data collection.
8,structure,a,QS89-8-structure-a,Evidence of local arrangements to provide pressure redistribution devices for people at high risk of developing pressure ulcers.,NA,NA,Local data collection.
8,process,a,QS89-8-process-a,Proportion of people newly identified as being at high risk of developing pressure ulcers who receive a pressure redistribution device.,The number in the denominator who receive a pressure redistribution device.,The number of people newly identified as being at high risk of developing pressure ulcers.,Local data collection.
8,outcome,a,QS89-8-outcome-a,Waiting times from the identified need for a pressure redistribution device to the time the device is requested.,To be determined locally,To be determined locally,NA
8,outcome,b,QS89-8-outcome-b,Waiting times from the time the pressure redistribution device is requested to the time the device is received.,To be determined locally,To be determined locally,Local data collection.
9,placeholder,NA,QS89-9-placeholder,NA,NA,NA,NA
