statement_number,measure_type,point,measure_id,measure,numerator,denominator
4,process,a,QS112-4-process-a,Proportion of breast‑fed infants with frequent regurgitation associated with marked distress that continues despite a feeding assessment and advice who have a trial of alginate therapy.,Number in the denominator who have a trial of alginate therapy.,Number of breast‑fed infants presenting with frequent regurgitation associated with marked distress that continues despite a feeding assessment and advice.
4,process,b,QS112-4-process-b,Proportion of formula‑fed infants with frequent regurgitation associated with marked distress that continues despite a feeding assessment and advice who have a trial of alginate therapy.,Number in the denominator who have a trial of alginate therapy.,Number of formula‑fed infants with frequent regurgitation associated with marked distress that continues despite a stepped‑care approach.
4,outcome,a,QS112-4-outcome-a,Infants with frequent regurgitation associated with marked distress presenting in healthcare settings.,NA,NA
5,structure,a,QS112-5-structure-a,Evidence of local arrangements to ensure that infants and children are not investigated or treated for GORD if they have no visible regurgitation and only 1 associated symptom.,NA,NA
5,process,a,QS112-5-process-a,Proportion of infants and children with no visible regurgitation and only 1 associated symptom investigated or treated for GORD.,Number in the denominator who had no visible regurgitation and only 1 associated symptom.,Number of infants and children investigated or treated for GORD.
6,structure,a,QS112-6-structure-a,Evidence of local arrangements to ensure that infants and children with regurgitation as an isolated symptom are not prescribed acid‑suppressing drugs.,NA,NA
6,process,a,QS112-6-process-a,Proportion of infants and children presenting with regurgitation as an isolated symptom prescribed acid‑suppressing drugs.,Number in the denominator prescribed acid‑suppressing drugs.,Number of infants and children presenting with regurgitation as an isolated symptom.
6,outcome,a,QS112-6-outcome-a,PPI and H2RA prescribing rates among infants and children.,NA,NA
7,structure,a,QS112-7-structure-a,"Evidence of local arrangements to ensure that upper GI contrast studies are not used to diagnose or assess the severity of GORD in infants, children and young people.",NA,NA
7,process,a,QS112-7-process-a,"Proportion of infants, children and young people referred for upper GI contrast study to diagnose or assess the severity of GORD.",Number in the denominator referred to diagnose or assess the severity of GORD.,"Number of infants, children and young people referred for upper GI contrast study."
8,structure,a,QS112-8-structure-a,"Evidence of local arrangements to ensure that infants, children and young people are not prescribed domperidone, metoclopramide or erythromycin to manage GOR or GORD without specialist paediatric advice.",NA,NA
8,process,a,QS112-8-process-a,"Proportion of infants, children and young people prescribed domperidone, metoclopramide or erythromycin to manage GOR or GORD on the basis of specialist paediatric advice.","Number in the denominator who were prescribed domperidone, metoclopramide or erythromycin on the basis of specialist paediatric advice.","Number of infants, children and young people prescribed domperidone, metoclopramide or erythromycin to manage GOR or GORD."
8,outcome,a,QS112-8-outcome-a,"Domperidone, metoclopramide and erythromycin prescribing among infants, children and young people.",NA,NA
9,structure,a,QS112-9-structure-a,"Evidence of local arrangements to ensure that infants, children and young people with vomiting or regurgitation and any 'red flag' symptoms are further investigated or referred to specialist care with investigations as appropriate.",NA,NA
9,process,a,QS112-9-process-a,"Proportion of infants, children and young people with vomiting or regurgitation and any 'red flag' symptoms who had further investigations and specialist referral.",Number in the denominator who had further investigations and specialist referral.,"Number of infants, children and young people presenting with vomiting or regurgitation and any 'red flag' symptoms."
9,process,b,QS112-9-process-b,"Proportion of infants, children and young people with vomiting or regurgitation and any 'red flag' symptoms who had appropriate investigations and specialist referral.",Number in the denominator who had appropriate investigations and specialist referral.,"Number of infants, children and young people with vomiting or regurgitation and any 'red flag' symptoms who had further investigations and specialist referral."
