statement_number,measure_type,point,measure_id,measure,numerator,denominator
6,structure,a,QS15-6-structure-a,"Evidence of a system that supports the use of shared decision making such as appointment systems that allow decisions to be discussed, and patient record systems that can document shared decisions and patient preferences.",NA,NA
6,structure,b,QS15-6-structure-b,"Evidence of local arrangements to ensure that healthcare professionals support people to understand their treatment options, including the benefits, risks and potential consequences of relevant treatments.",NA,NA
6,structure,c,QS15-6-structure-c,Evidence of local arrangements to ensure that people are actively involved and supported in shared decision making.,NA,NA
6,structure,d,QS15-6-structure-d,"Evidence of local arrangements to ensure that people are made aware of their right to choose, accept or decline treatment and that these decisions are respected and supported.",NA,NA
6,structure,e,QS15-6-structure-e,Evidence of local arrangements to ensure that people are made aware that they can ask for a second opinion.,NA,NA
6,process,a,QS15-6-process-a,Proportion of people who reported that a member of staff answered their questions before their operation or procedure in a way they could understand.,"The number in the denominator who reported that, before their operation or procedure, a member of staff answered their questions about it in a way they could understand 'completely'.",The number of people having an operation or procedure as an inpatient in hospital.
6,process,b,QS15-6-process-b,Proportion of people staying in hospital who reported that they were involved as much as they wanted to be in decisions about their care and treatment in hospital.,The number in the denominator who reported that they were 'definitely' involved as much as they wanted to be in decisions about their care and treatment.,The number of people staying as an inpatient in hospital.
6,process,c,QS15-6-process-c,Proportion of people who reported that they were involved as much as they wanted to be in decisions about their discharge from hospital.,The number in the denominator who reported that they felt they were involved as much as they wanted to be in decisions about their discharge from hospital.,The number of people staying as an inpatient in hospital.
6,process,d,QS15-6-process-d,Proportion of people who were involved in decisions about their care and treatment as much as they wanted to be at their last GP appointment.,The number in the denominator who were involved in decisions about their care and treatment as much as they wanted to be.,The number of people reporting on their last GP appointment.
6,outcome,a,QS15-6-outcome-a,Evidence from patient experience surveys and feedback that people feel able to make decisions that reflect what is important to them.,NA,NA
6,outcome,b,QS15-6-outcome-b,"Evidence from patient experience surveys and feedback that people know about their right to choose, accept or decline treatment and feel that their decisions were respected and supported.",NA,NA
6,outcome,c,QS15-6-outcome-c,Evidence from patient experience surveys and feedback that people know that they can ask for a second opinion.,NA,NA
