statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
3,structure,b,QS188-3-structure-b,Evidence of local arrangements to ensure that people aged 14 and over with coexisting severe mental illness and substance misuse have a care coordinator working in mental health services when they are identified as needing treatment from secondary mental health services.,NA,NA,"Local data collection, for example, service specifications and joint strategic working protocols."
3,process,a,QS188-3-process-a,Proportion of people aged 14 and over with coexisting severe mental illness and substance misuse who have a care coordinator working in mental health services when they are identified as needing treatment from secondary care mental health services.,The number in the denominator who have a care coordinator working in mental health services.,The number of people aged 14 and over with coexisting severe mental illness and substance misuse identified as needing treatment from secondary care mental health services.,"Local data collection, for example, audits of patient records."
3,outcome,a,QS188-3-outcome-a,Proportion of people aged 14 and over with coexisting severe mental illness and substance misuse receiving care from secondary care mental health services who are satisfied with the support they receive from services.,The number in the denominator who are satisfied with the support they receive from services.,The number of people aged 14 and over with coexisting severe mental illness and substance misuse receiving care from secondary care mental health services.,"Local data collection, for example, surveys of people aged 14 and over with coexisting severe mental illness and substance misuse."
4,structure,a,QS188-4-structure-a,Evidence of local arrangements to identify people aged 14 and over with coexisting severe mental illness and substance misuse who miss any appointment.,NA,NA,"Local data collection, for example, clinic attendance protocols and data-sharing arrangements."
4,structure,b,QS188-4-structure-b,Evidence of local arrangements to contact people aged 14 and over with coexisting severe mental illness and substance misuse who miss any appointment.,NA,NA,"Local data collection, for example, service protocols."
4,structure,c,QS188-4-structure-c,Evidence of flexibility when arranging appointments for people aged 14 and over with coexisting severe mental illness and substance misuse.,NA,NA,"Local data collection, for example, service protocols for arranging for home visits or meeting at other locations, for example, in a café."
4,structure,d,QS188-4-structure-d,Evidence of local arrangements for services to ensure that people aged 14 and over with coexisting severe mental illness and substance misuse are not automatically discharged for missing appointments.,NA,NA,"Local data collection, for example, service protocols and joint strategic working protocols."
4,process,a,QS188-4-process-a,Proportion of people aged 14 and over with coexisting severe mental illness and substance misuse who are followed up when they miss any appointment.,The number in the denominator who are followed up.,The number of people aged 14 and over with coexisting severe mental illness and substance misuse who miss any appointment.,"Local data collection, for example, audits of patient records and clinic records."
4,process,b,QS188-4-process-b,Proportion of people aged 14 and over with coexisting severe mental illness and substance misuse who were not followed up and were discharged from services because of missing any appointment.,The number in the denominator who were not followed up.,The number of people aged 14 and over with coexisting severe mental illness and substance misuse discharged from services because of missing any appointment.,"Local data collection, for example, audits of patient records and clinic records."
4,outcome,a,QS188-4-outcome-a,Proportion of people aged 14 and over receiving treatment for coexisting severe mental illness and substance misuse who re-engage with services after missing an appointment.,The number in the denominator who re-engage with services.,The number of people aged 14 and over receiving treatment for coexisting severe mental illness and substance misuse who miss any appointment.,"Local data collection, for example, audits of patient records."
4,outcome,b,QS188-4-outcome-b,Proportion of people aged 14 and over with coexisting severe mental illness and substance misuse who complete their planned treatment for substance misuse.,The number in the denominator who complete their planned treatment for substance misuse.,The number of people aged 14 and over with coexisting severe mental illness and substance misuse who are receiving treatment for substance misuse.,"Local data collection, for example, audits of patient records. Successful completion of drug and alcohol treatment data is available in Public Health England's crisis care profile."
4,outcome,c,QS188-4-outcome-c,Proportion of people aged 14 and over with coexisting severe mental illness and substance misuse who remain in planned treatment for severe mental illness.,The number in the denominator who remain in planned treatment for severe mental illness.,The number of people aged 14 and over with coexisting severe mental illness and substance misuse.,"Local data collection, for example, audits of patient records."
