statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
2,outcome,c,QS173-2-outcome-c,Proportion of discharges from bed-based intermediate care to acute hospital or residential care.,To be determined locally,To be determined locally,"Local data collection, for example, audit of electronic records. The NHS Benchmarking Network National Audit of Intermediate Care includes destination on discharge for adults admitted to bed-based intermediate care."
2,outcome,d,QS173-2-outcome-d,Proportion of people who were still at home 91 days after discharge from hospital into reablement or rehabilitation services.,To be determined locally,To be determined locally,"Local data collection, for example, audit of case records. Data on the proportion of older people (aged 65 and over) who, after a period of reablement or rehabilitation, maintain their independence by remaining or returning to their home or previous residence 91 days after leaving hospital are available from NHS Digital's Clinical Indicators as part of the NHS outcomes framework – indicator 3.6.i."
3,structure,a,QS173-3-structure-a,Evidence of local arrangements to ensure that staff carrying out assessments for intermediate care are trained to discuss and agree personalised goals with adults starting the service.,NA,NA,"Local data collection, for example, competency assessments."
3,structure,b,QS173-3-structure-b,"Evidence of local processes to ensure that personalised goals are documented and shared with the person starting intermediate care, their family and carers (as appropriate), and care staff.",NA,NA,"Local data collection, for example, service protocol."
3,process,a,QS173-3-process-a,Proportion of adults starting intermediate care who have a record of a discussion to agree personalised goals.,The number in the denominator who have a record of a discussion to agree personalised goals.,The number of adults starting intermediate care.,"Local data collection, for example, audit of electronic records."
3,process,b,QS173-3-process-b,Proportion of adults starting intermediate care who have documented personalised goals.,The number in the denominator who have documented personalised goals.,The number of adults starting intermediate care.,"Local data collection, for example, audit of care plans."
3,outcome,a,QS173-3-outcome-a,Satisfaction of adults discharged from intermediate care that the service supported them to achieve their personalised goals.,To be determined locally,To be determined locally,"Local data collection, for example, survey of adults discharged from intermediate care."
3,outcome,b,QS173-3-outcome-b,Proportion of adults discharged from intermediate care with a level of independence improved from admission.,To be determined locally,To be determined locally,"Local data collection, for example, audit of electronic records. The NHS Benchmarking Network National Audit of Intermediate Care collects data on dependency levels based on the Modified Barthel Index for bed-based services and the Sunderland Community Scheme for home-based and reablement services."
4,structure,a,QS173-4-structure-a,"Evidence of local referral pathways between intermediate care and statutory, independent and voluntary services.",NA,NA,"Local data collection, for example, a directory of services that includes referral criteria and processes."
4,structure,b,QS173-4-structure-b,Evidence of local information about where adults leaving intermediate care can get support.,NA,NA,"Local data collection, for example, a booklet or website with information about local services."
4,structure,c,QS173-4-structure-c,Evidence of local processes to ensure that adults using intermediate care services discuss and agree a transition plan for when their support ends.,NA,NA,"Local data collection, for example, service protocol."
4,process,a,QS173-4-process-a,Proportion of adults starting to use intermediate care services who have a record of a discussion to agree a transition plan for when their support ends.,The number in the denominator who have a record of a discussion to agree a transition plan for when their support ends.,The number of adults starting to use intermediate care services.,"Local data collection, for example, audit of electronic records."
4,process,b,QS173-4-process-b,Proportion of adults starting to use intermediate care services who have a documented transition plan for when their support ends.,The number in the denominator who have a documented transition plan for when their support ends.,The number of adults starting to use intermediate care services.,"Local data collection, for example, audit of electronic records."
4,process,c,QS173-4-process-c,Proportion of adults discharged from intermediate care whose transition plan for when their support ends was reviewed before discharge.,The number in the denominator whose transition plan for when their support ends was reviewed before discharge.,The number of adults discharged from intermediate care.,"Local data collection, for example, audit of electronic records."
4,outcome,a,QS173-4-outcome-a,Rate of emergency readmissions to hospital within 30 days of discharge from hospital into reablement or rehabilitation services.,To be determined locally,To be determined locally,"Local data collection, for example, audit of case records. Data on all emergency readmissions within 30 days of discharge from hospital are available from NHS Digital's Clinical Indicators as part of the clinical commissioning group outcomes indicator set – indicator 3.2."
4,outcome,b,QS173-4-outcome-b,Proportion of people who were still at home 91 days after discharge from hospital into reablement or rehabilitation services.,To be determined locally,To be determined locally,"Local data collection, for example, audit of case records. Data on the proportion of older people (aged 65 and over) who, after a period of reablement or rehabilitation, maintain their independence by remaining or returning to their home or previous residence 91 days after leaving hospital are available from NHS Digital's Clinical Indicators as part of the NHS outcomes framework – indicator 3.6.i."
4,outcome,c,QS173-4-outcome-c,Satisfaction of adults with their transition from intermediate care.,To be determined locally,To be determined locally,"Local data collection, for example, survey of people discharged from intermediate care."
