statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
3,structure,a,QS179-3-structure-a,Evidence of local arrangements to ensure that children and young people who have experienced abuse or neglect have their words accurately represented in notes summarising their conversations with the practitioners.,NA,NA,"Local data collection, for example, audit of service specification or protocols."
3,structure,b,QS179-3-structure-b,"Evidence of local arrangements to ensure that, when appropriate, children and young people have an opportunity to review what the practitioner noted.",NA,NA,"Local data collection, for example, audit of service specification or protocols."
3,outcome,a,QS179-3-outcome-a,Children and young people's experience of working with health and social care practitioners.,To be determined locally,To be determined locally,"Local data collection, for example, feedback from children and young people supported by children's services."
3,outcome,b,QS179-3-outcome-b,Engagement with services among children and young people who have experienced abuse or neglect.,To be determined locally,To be determined locally,"Local data collection, for example, feedback from children and young people supported by children's services."
3,outcome,c,QS179-3-outcome-c,Health and wellbeing of children and young people who have experienced abuse or neglect.,To be determined locally,To be determined locally,"Local data collection, for example, feedback from children and young people supported by children's services."
4,structure,a,QS179-4-structure-a,Evidence of local arrangements to ensure that practitioners agree with children and young people who have experienced abuse or neglect how they will communicate with each other.,NA,NA,"Local data collection, for example, audit of service specification or protocols."
4,process,a,QS179-4-process-a,Proportion of children and young people who have experienced abuse or neglect whose case file contains a record of agreed methods of communication with practitioners.,The number in the denominator whose case file contains a record of agreed methods of communication with practitioners.,The number of children and young people who have experienced abuse or neglect.,"Local data collection, for example, audit of individual case records."
4,outcome,a,QS179-4-outcome-a,Engagement with services among children and young people who have experienced abuse or neglect.,To be determined locally,To be determined locally,"Local data collection, for example, feedback from children and young people supported by children's services."
4,outcome,b,QS179-4-outcome-b,Satisfaction with services among children and young people who have experienced abuse or neglect.,To be determined locally,To be determined locally,"Local data collection, for example, feedback from children and young people supported by children's services."
4,outcome,c,QS179-4-outcome-c,Health and wellbeing of children and young people who have experienced abuse or neglect.,To be determined locally,To be determined locally,"Local data collection, for example, feedback from children and young people supported by children's services."
5,structure,a,QS179-5-structure-a,Evidence of local arrangements to ensure that children and young people who have experienced abuse or neglect have a detailed assessment of therapeutic needs.,NA,NA,"Local data collection, for example, audit of service specification or protocols."
5,structure,b,QS179-5-structure-b,Evidence of local arrangements to ensure that children and young people who have experienced abuse or neglect are offered therapeutic interventions based on a detailed assessment of therapeutic need.,NA,NA,"Local data collection, for example, audit of service specification or protocols."
5,process,a,QS179-5-process-a,Proportion of children and young people who have experienced abuse or neglect who had a detailed assessment of therapeutic needs.,The number in the denominator who had a detailed assessment of therapeutic needs.,The number of children and young people who have experienced abuse or neglect.,"Statistics: children in need and child protection, Department for Education and local data collection, for example, audit of individual case records."
5,process,b,QS179-5-process-b,Proportion of children and young people who have experienced abuse or neglect who were offered therapeutic interventions based on a detailed assessment of therapeutic needs.,The number in the denominator offered therapeutic interventions based on identified therapeutic needs.,The number of children and young people who have experienced abuse or neglect and had a detailed assessment of therapeutic needs.,"Statistics: children in need and child protection, Department for Education and local data collection, for example, audit of individual case records."
5,process,c,QS179-5-process-c,Proportion of children and young people who received a therapeutic intervention after experiencing abuse or neglect who had a review of how effective the therapeutic intervention was.,The number in the denominator who had a review of how effective the therapeutic intervention was.,The number of children and young people who received a therapeutic intervention after experiencing abuse or neglect.,"Statistics: children in need and child protection, Department for Education and local data collection, for example, audit of individual case records."
5,outcome,a,QS179-5-outcome-a,Acceptability of therapeutic interventions offered to children and young people who experienced abuse and neglect.,To be determined locally,To be determined locally,"Local data collection, for example, feedback from children and young people supported by children's services."
5,outcome,b,QS179-5-outcome-b,Health and wellbeing of children and young people who experienced abuse or neglect.,To be determined locally,To be determined locally,"Local data collection, for example, feedback from children and young people supported by children's services."
