statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
3,outcome,a,QS121-3-outcome-a,Antimicrobial prescribing rates.,To be determined locally,To be determined locally,Local data collection.
4,structure,a,QS121-4-structure-a,Evidence of local arrangements and processes to ensure that people in hospital who are prescribed an antimicrobial have a microbiological sample taken and their treatment reviewed when the results are available.,NA,NA,"Local data collection, Public Health England Start smart then focus toolkit and Royal College of General Practitioners TARGET antibiotics toolkit."
4,process,a,QS121-4-process-a,Proportion of prescriptions for antimicrobials issued to people admitted to hospital with a record of a microbiological sample being taken.,The number in the denominator with a record of a microbiological sample being taken.,The number of prescriptions for antimicrobials issued to people admitted to hospital.,Local data collection.
4,process,b,QS121-4-process-b,Proportion of prescriptions for antimicrobials issued to people admitted to hospital and reviewed when microbiological results become available.,The number in the denominator reviewed when the microbiological results become available.,The number of prescriptions for antimicrobials issued to people admitted to hospital with a record of a microbiological sample being taken.,Local data collection.
4,outcome,a,QS121-4-outcome-a,Altered or withdrawn prescriptions for antimicrobials following microbiological results showing lack of effectiveness of initial antimicrobial treatment.,To be determined locally,To be determined locally,Local data collection.
4,outcome,b,QS121-4-outcome-b,Antimicrobial prescribing rates in hospitals.,To be determined locally,To be determined locally,Local data collection.
4,outcome,c,QS121-4-outcome-c,Length of hospital stay.,To be determined locally,To be determined locally,Local data collection.
5,structure,a,QS121-5-structure-a,Evidence of local arrangements to deliver an antimicrobial stewardship programme.,NA,NA,Local data collection.
5,structure,b,QS121-5-structure-b,"Evidence of local arrangements and processes to ensure that individuals and teams responsible for antimicrobial stewardship monitor data and provide feedback on prescribing practice at prescriber, team, organisation and commissioner level.",NA,NA,Local data collection.
5,process,a,QS121-5-process-a,Proportion of prescribers who receive feedback on their antimicrobial prescribing practice.,The number in the denominator who receive feedback on their antimicrobial prescribing practice.,The number of prescribers.,Local data collection.
5,process,b,QS121-5-process-b,Proportion of teams within an organisation that receive feedback on their antimicrobial prescribing practice.,The number in the denominator that receive feedback on their antimicrobial prescribing practice.,The number of teams prescribing antimicrobials within an organisation.,Local data collection.
5,process,c,QS121-5-process-c,Proportion of organisations within a specified commissioning area that receive feedback on their antimicrobial prescribing practice.,The number in the denominator that receive feedback on their antimicrobial prescribing practice.,The number of organisations prescribing antimicrobials within a specified commissioning area.,NA
5,outcome,a,QS121-5-outcome-a,Antimicrobial prescribing rates.,To be determined locally,To be determined locally,NA
6,structure,a,QS121-6-structure-a,Evidence of local arrangements to ensure that prescribers of antimicrobials in secondary care and dental care settings have access to electronic prescribing systems that link indication with the antimicrobial prescription.,NA,NA,Local data collection.
6,process,a,QS121-6-process-a,Proportion of secondary care services using electronic prescribing systems that link the indication with the antimicrobial prescription.,The number in the denominator using electronic prescribing systems that link the indication with the antimicrobial prescription.,The number of secondary care services.,Local data collection.
6,process,b,QS121-6-process-b,Proportion of dental practices using electronic prescribing systems that link the indication with the antimicrobial prescription.,The number in the denominator using electronic prescribing systems that link the indication with the antimicrobial prescription.,The number of dental practices.,Local data collection.
6,outcome,a,QS121-6-outcome-a,Antimicrobial prescribing rates.,To be determined locally,To be determined locally,NA
