statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
3,process,b,QS126-3-process-b,"The length of time in days between an equipment need or an adaption need being identified in a comprehensive multidisciplinary team assessment, and the equipment being provided or adaption made.",NA,NA,"Local data collection based on extracts from or reviews of individual care records. At provider or clinical commissioning group level, data collection will involve small numbers."
3,outcome,a,QS126-3-outcome-a,Adults with MND able to maintain activities of daily living.,To be determined locally,To be determined locally,Local data collection. National data on whether people with MND feel that the equipment or adaption they are using meets their needs is available from the Improving MND Care survey.
3,outcome,b,QS126-3-outcome-b,Adults with MND feel they are able to maintain their quality of life.,To be determined locally,To be determined locally,Local data collection.
3,outcome,c,QS126-3-outcome-c,Number of injuries to adults in the home associated with functions impaired by MND.,To be determined locally,To be determined locally,Local data collection.
4,structure,a,QS126-4-structure-a,Evidence of local arrangements to ensure that adults with MND receive personal care and support from a consistent team of care workers who are familiar with their needs.,NA,NA,Local data collection.
4,process,a,QS126-4-process-a,Number of workers providing personal care and support for an adult with MND.,NA,NA,"Local data collection based on extracts from or reviews of individual care records. At provider or local authority group level, data collection will involve small numbers."
4,process,b,QS126-4-process-b,Number of first visits of workers providing personal care and support for an adult with MND.,NA,NA,"Local data collection based on extracts from or reviews of individual care records. At provider or local authority group level, data collection will involve small numbers."
4,outcome,a,QS126-4-outcome-a,Adults with MND feel they receive the personal care and support they need.,To be determined locally,To be determined locally,"Local data collection. National data on the proportion of people with MND who feel they get the social care services they need, are available from the Improving MND Care survey."
4,outcome,b,QS126-4-outcome-b,Adults with MND feel they are treated with dignity and respect.,To be determined locally,To be determined locally,Local data collection. National data on the proportion of people with MND who feel their independence/autonomy is respected when receiving social care services are available from the Improving MND Care survey.
5,structure,a,QS126-5-structure-a,Evidence of local arrangements to ensure that adults with MND are given opportunities to discuss their preferences and concerns about end of life care at diagnosis and key stages of disease progression.,NA,NA,Local data collection.
5,process,a,QS126-5-process-a,"Of adults with MND, the number given opportunities to discuss their preferences and concerns about end of life care at diagnosis.",NA,NA,"Local data collection based on extracts from or reviews of individual care records. At provider or clinical commissioning group level, data collection will involve small numbers."
5,process,b,QS126-5-process-b,"Of adults with MND, the number given opportunities to discuss their preferences and concerns about end of life care at key stages of disease progression.",NA,NA,"Local data collection based on extracts from or reviews of individual care records. At provider or clinical commissioning group level, data collection will involve small numbers."
5,outcome,a,QS126-5-outcome-a,Adults with MND feel they have choice and control over their end of life care.,To be determined locally,To be determined locally,Local data collection.
5,outcome,b,QS126-5-outcome-b,Adults with MND receive end of life care informed by their wishes and preferences if they lose the ability to communicate.,To be determined locally,To be determined locally,Local data collection.
