statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
6,process,b,QS22-6-process-b,Proportion of pregnant women identified as at risk of gestational diabetes at the booking appointment who receive testing for gestational diabetes.,The number of women in the denominator receiving testing for gestational diabetes.,The number of pregnant women identified as at risk of gestational diabetes at the booking appointment.,Local data collection.
6,outcome,a,QS22-6-outcome-a,Early identification of women with gestational diabetes.,To be determined locally,To be determined locally,Local data collection.
7,removed,NA,QS22-7-removed,NA,NA,NA,NA
8,structure,a,QS22-8-structure-a,Evidence of local arrangements to ensure that pregnant women have their risk of venous thromboembolism (VTE) assessed and recorded at the booking appointment.,NA,NA,Local data collection.
8,structure,b,QS22-8-structure-b,Evidence of local arrangements to ensure that pregnant women at risk of VTE at the booking appointment are referred to an obstetrician for further management.,NA,NA,Local data collection.
8,process,a,QS22-8-process-a,Proportion of pregnant women accessing antenatal care who have their risk of VTE assessed and recorded at the booking appointment.,The number in the denominator who have their risk of VTE assessed and recorded at the booking appointment.,The number of pregnant women accessing antenatal care.,Local data collection.
8,process,b,QS22-8-process-b,Proportion of pregnant women at risk of VTE at the booking appointment who are referred to an obstetrician for further management.,The number in the denominator referred to an obstetrician for further management.,The number of pregnant women at risk of VTE at the booking appointment.,Local data collection.
8,outcome,a,QS22-8-outcome-a,Incidence of VTE in pregnant women.,To be determined locally,To be determined locally,Local data collection.
9,removed,NA,QS22-9-removed,NA,NA,NA,NA
10,structure,a,QS22-10-structure-a,Evidence of local NHS-commissioned services to ensure that all pregnant women are offered fetal anomaly screening in accordance with current UK National Screening Committee programmes.,NA,NA,Local data collection.
10,process,a,QS22-10-process-a,Proportion of pregnant women booking before 21 weeks who are offered the NHS fetal anomaly screening programme at the booking appointment.,The number in the denominator who are offered the NHS fetal anomaly screening programme.,The number of pregnant women accessing antenatal care before 21 weeks.,Local data collection.
10,process,b,QS22-10-process-b,"Proportion of pregnant women booking before 14 weeks 2 days that agreed to fetal anomaly screening who are offered an ultrasound scan to screen for Down's syndrome, Edward's syndrome and Patau's syndrome to take place between 11 weeks 2 days and 14 weeks 1 day.","The number in the denominator who are offered an ultrasound screening for Down's syndrome, Edward's syndrome and Patau's syndrome to take place between 11 weeks 2 days and 14 weeks 1 day.","The number of pregnant women booking before 14 weeks 2 days that agreed to fetal anomaly screening for Down's syndrome, Edward's syndrome and Patau's syndrome.","Public Health England's NHS Fetal Anomaly Screening Programme publishes data on first trimester combined screening for Down's syndrome (T21), Edwards' syndrome (T18) and Patau's syndrome (T13)."
10,process,c,QS22-10-process-c,Proportion of pregnant women booking before 21 weeks that agreed to fetal anomaly screening who are offered ultrasound screening for fetal anomalies to take place between 18 weeks 0 days and 20 weeks 6 days.,The number in the denominator offered ultrasound screening for fetal anomalies to take place between 18 weeks 0 days and 20 weeks 6 days.,The number of pregnant women booking before 21 weeks that agreed to fetal anomaly screening.,Public Health England's NHS Fetal Anomaly Screening Programme publishes data on fetal anomaly ultrasound screening.
10,outcome,a,QS22-10-outcome-a,Pregnant women feel they have made an informed decision about whether to undergo fetal anomaly screening.,To be determined locally,To be determined locally,"Local data collection, for example, local survey."
10,outcome,b,QS22-10-outcome-b,Screening uptake rates.,To be determined locally,To be determined locally,Includes data on screening uptake rates. Public Health England's NHS Fetal Anomaly Screening Programme
11,structure,a,QS22-11-structure-a,Evidence of local arrangements to ensure that pregnant women with a suspected breech presentation at 36 weeks or later (until labour begins) are referred for confirmatory ultrasound assessment.,NA,NA,Local data collection.
11,structure,b,QS22-11-structure-b,Evidence of local arrangements to ensure that pregnant women with a confirmed uncomplicated singleton breech presentation at 36 weeks or later (until labour begins) who prefer cephalic vaginal birth are offered external cephalic version.,NA,NA,Local data collection.
11,process,a,QS22-11-process-a,Proportion of pregnant women with a suspected breech presentation at 36 weeks or later (until labour begins) who are referred for confirmatory ultrasound assessment.,The number in the denominator referred for confirmatory ultrasound assessment.,The number of pregnant women with a suspected breech presentation at 36 weeks or later (until labour begins).,Local data collection.
11,process,b,QS22-11-process-b,Proportion of pregnant women with a confirmed uncomplicated singleton breech presentation at 36 weeks or later (until labour begins) who prefer cephalic vaginal birth who are offered external cephalic version.,The number in the denominator offered external cephalic version.,The number of pregnant women with a confirmed uncomplicated singleton breech presentation at 36 weeks or later (until labour begins) who prefer cephalic vaginal birth.,Local data collection
11,outcome,a,QS22-11-outcome-a,External cephalic version rates.,To be determined locally,To be determined locally,Local data collection.
11,outcome,b,QS22-11-outcome-b,Mode of delivery including:,To be determined locally,To be determined locally,The NHS Digital Maternity Services Data Set collects data on delivery method.
12,removed,NA,QS22-12-removed,NA,NA,NA,NA
