statement_number,measure_type,point,measure_id,measure,numerator,denominator
2,process,b,QS192-2-process-b,Proportion of pregnant women with existing medical conditions who were cared for by a multidisciplinary team that was led by a named healthcare professional.,The number in the denominator who had a multidisciplinary team that was led by a named healthcare professional.,The number of pregnant women with existing medical conditions who were cared for by a multidisciplinary team.
2,outcome,a,QS192-2-outcome-a,Incidence of maternal morbidity associated with an existing medical condition.,NA,NA
2,outcome,b,QS192-2-outcome-b,Incidence of maternal mortality associated with an existing medical condition.,NA,NA
2,outcome,c,QS192-2-outcome-c,Incidence of neonatal mortality in babies of women with existing medical conditions.,NA,NA
3,structure,a,QS192-3-structure-a,Evidence of local arrangements for pregnant women with heart disease to have their cardiovascular risk regularly assessed during pregnancy and the intrapartum period by a multidisciplinary team that includes a cardiologist with expertise in managing heart disease in pregnant women.,NA,NA
3,structure,b,QS192-3-structure-b,Evidence of local arrangements for pregnant women with heart disease to have their cardiovascular risk regularly assessed during pregnancy and the intrapartum period.,NA,NA
3,process,a,QS192-3-process-a,Proportion of pregnant women with heart disease who have their cardiovascular risk regularly assessed during pregnancy and the intrapartum period.,The number in the denominator who have their cardiovascular risk regularly assessed during pregnancy and the intrapartum period.,The number of pregnant women with heart disease.
3,outcome,a,QS192-3-outcome-a,"Rates of mortality during labour, birth and the early postnatal period for women with heart disease.",NA,NA
4,structure,a,QS192-4-structure-a,Evidence of local arrangements to support escalation protocols to ensure that pregnant women in labour with sepsis are transferred from home birth and midwifery-led units to an acute setting for review and start antibiotic treatment (if indicated) within 1 hour.,NA,NA
4,structure,b,QS192-4-structure-b,"Evidence of local arrangements to ensure availability of, or access to, a senior clinical decision maker for pregnant women in labour with sepsis to have an immediate review.",NA,NA
4,structure,c,QS192-4-structure-c,"Evidence of local arrangements to start antibiotic treatment, if indicated, for pregnant women in labour with sepsis within 1 hour.",NA,NA
4,structure,d,QS192-4-structure-d,Evidence of local arrangements to document the decision to start antibiotic treatment for pregnant women in labour with sepsis.,NA,NA
4,process,a,QS192-4-process-a,Proportion of pregnant women in labour with sepsis who have an immediate review by a senior clinical decision maker.,The number in the denominator who have an immediate review by a senior clinical decision maker.,The number of pregnant women in labour with sepsis.
4,process,b,QS192-4-process-b,Proportion of pregnant women in labour with sepsis who started antibiotics within 1 hour.,The number in the denominator who started antibiotics within 1 hour.,The number of pregnant women in labour with sepsis who needed antibiotics.
4,process,c,QS192-4-process-c,Proportion of pregnant women in labour with sepsis who had the rationale for the decision to start antibiotics documented.,The number in the denominator who had the rationale for the decision to start antibiotics documented.,The number of pregnant women in labour with sepsis who had antibiotics.
5,structure,a,QS192-5-structure-a,Evidence of local processes to ensure that pregnant women who present in labour with no antenatal care have an obstetric assessment and medical examination by an obstetrician.,NA,NA
5,structure,b,QS192-5-structure-b,"Evidence of local processes to ensure that pregnant women who present in labour with no antenatal care have an assessment of their medical, psychological and social history.",NA,NA
5,structure,c,QS192-5-structure-c,"Evidence of training for healthcare professionals on understanding multiple disadvantage, supporting women with complex social factors and trauma-informed care.",NA,NA
5,process,a,QS192-5-process-a,Proportion of pregnant women who present in labour with no antenatal care who have an obstetric assessment and medical examination.,The number in the denominator who had an obstetric assessment and medical examination.,The number of pregnant women who present in labour with no antenatal care.
5,process,b,QS192-5-process-b,"Proportion of pregnant women who present in labour with no antenatal care who have an assessment of their medical, psychological and social history.","The number in the denominator who have an assessment of their medical, psychological and social history.",The number of pregnant women who present in labour with no antenatal care.
5,outcome,a,QS192-5-outcome-a,Incidence of maternal mortality associated with no antenatal care on presentation in labour.,NA,NA
5,outcome,b,QS192-5-outcome-b,Incidence of neonatal mortality associated with no antenatal care for the mother on presentation in labour.,NA,NA
