statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
3,process,c,QS141-3-process-c,"Proportion of people referred to TB services, who are identified as having risk factors for multidrug resistance, who have rapid diagnostic NAATs to detect rifampicin drug resistance in primary respiratory specimens.",The number in the denominator who have rapid diagnostic NAATs to detect rifampicin drug resistance on primary respiratory specimens.,The number of people who are referred to TB services who are identified as having risk factors for multidrug resistance.,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from patient records."
3,outcome,a,QS141-3-outcome-a,Proportion of people with pulmonary TB starting treatment within 2 months of symptom onset.,The number in the denominator starting treatment within 2 months of symptom onset.,The number of people with pulmonary TB.,National and regional data on the proportion of pulmonary TB cases starting treatment within 2 months of symptom onset is collected in the Office for Health Improvement and Disparities' TB strategy monitoring indicators.
4,structure,a,QS141-4-structure-a,Evidence of TB services having local arrangements in place to ensure that people who have imaging features suggestive of active pulmonary TB are assessed by the next working day.,NA,NA,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from service protocols."
4,process,a,QS141-4-process-a,Proportion of people with imaging features suggestive of active pulmonary TB who are assessed by the next working day after their results are received.,The number in the denominator who are assessed by the next working day after their results are received.,The number of people with imaging features suggestive of active pulmonary TB.,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from patient records."
4,outcome,a,QS141-4-outcome-a,Proportion of people with active pulmonary TB starting treatment within 2 months of symptom onset.,The number in the denominator starting treatment within 2 months of symptom onset.,The number of people with active pulmonary TB.,National and regional data on the proportion of pulmonary TB cases starting treatment within 2 months of symptom onset is collected in the Office for Health Improvement and Disparities' TB strategy monitoring indicators.
4,outcome,b,QS141-4-outcome-b,Active pulmonary TB incidence.,To be determined locally,To be determined locally,National and regional data on TB incidence in England is collected in the Office for Health Improvement and Disparities' TB strategy monitoring indicators.
5,structure,a,QS141-5-structure-a,Evidence of local arrangements to ensure that people with active TB from under-served groups are offered directly observed therapy.,NA,NA,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from service protocols."
5,process,a,QS141-5-process-a,Proportion of people with active TB who are experiencing homelessness who have directly observed therapy.,The number in the denominator who have directly observed therapy.,The number of people with active TB who are experiencing homelessness.,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from patient records."
5,process,b,QS141-5-process-b,Proportion of people with active TB who misuse substances who have directly observed therapy.,The number in the denominator who have directly observed therapy.,The number of people with active TB who misuse substances.,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from patient records."
5,process,c,QS141-5-process-c,Proportion of people with active TB who have been in prison who have directly observed therapy.,The number in the denominator who have directly observed therapy.,The number of people with active TB who have been in prison.,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from patient records."
5,process,d,QS141-5-process-d,Proportion of people with active TB who are vulnerable migrants who have directly observed therapy.,The number in the denominator who have directly observed therapy.,The number of people with active TB who are vulnerable migrants.,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from patient records."
5,outcome,a,QS141-5-outcome-a,Proportion of people from under-served groups with active TB lost to follow-up.,The number in the denominator lost to follow-up.,The number of people from under-served groups with active TB.,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from patient records. National and regional data on the proportion of people with drug-sensitive TB who were lost to follow-up at last reported outcome is collected in the Office for Health Improvement and Disparities' TB strategy monitoring indicators."
5,outcome,b,QS141-5-outcome-b,TB treatment completion rates for people from under-served groups.,To be determined locally,To be determined locally,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from patient records. National and regional data on the proportion of people with drug-sensitive TB with at least 1 social risk factor who completed treatment within 12 months is collected in the Office for Health Improvement and Disparities' TB strategy monitoring indicators."
5,outcome,c,QS141-5-outcome-c,TB treatment completion rates for people from under-served groups with multidrug-resistant TB.,To be determined locally,To be determined locally,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from patient records."
6,structure,a,QS141-6-structure-a,Evidence of local arrangements to ensure that people diagnosed with active pulmonary TB who are experiencing homelessness are identified.,NA,NA,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from service protocols."
6,structure,b,QS141-6-structure-b,Evidence of local arrangements to ensure that people diagnosed with active pulmonary TB who are experiencing homelessness are offered accommodation for the duration of their treatment.,NA,NA,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from service protocols."
6,process,a,QS141-6-process-a,Proportion of people with active pulmonary TB who are experiencing homelessness who are provided with accommodation for the duration of their treatment.,The number in the denominator who are provided with accommodation for the duration of their treatment.,The number of people with active pulmonary TB who are experiencing homelessness.,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from patient records."
6,outcome,a,QS141-6-outcome-a,TB treatment completion rates for people with active pulmonary TB who are experiencing homelessness at the time of diagnosis.,To be determined locally,To be determined locally,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from patient records. National and regional data on the proportion of people with drug-sensitive TB and at least 1 social risk factor who completed treatment within 12 months are collected in the Office for Health Improvement and Disparities' TB strategy monitoring indicators."
6,outcome,b,QS141-6-outcome-b,TB prevalence rates.,To be determined locally,To be determined locally,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from patient records."
6,outcome,c,QS141-6-outcome-c,TB incidence in people experiencing homelessness.,To be determined locally,To be determined locally,"Data can be collected from information recorded locally by healthcare professionals and provider organisations, for example, from patient records. National and regional data on TB incidence in England is collected in the Office for Health Improvement and Disparities' TB strategy monitoring indicators."
