statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
4,outcome,a,QS88-4-outcome-a,Antipsychotic and sedative medication prescribing rates.,To be determined locally,To be determined locally,Local data collection.
5,structure,a,QS88-5-structure-a,Evidence of local arrangements that people with borderline or antisocial personality disorder agree with their care provider a structured and phased plan before their services change or are withdrawn.,NA,NA,Local data collection.
5,structure,b,QS88-5-structure-b,Evidence of local arrangements to ensure that people with borderline or antisocial personality disorder can easily access services in time of crisis.,NA,NA,Local data collection.
5,process,a,QS88-5-process-a,Proportion of changes to services or service withdrawals that have been planned and agreed beforehand by people with borderline or antisocial personality disorder and their care provider.,Number in the denominator planned and agreed beforehand by people with borderline or antisocial personality disorder and their care provider.,Changes to services or service withdrawals for people with borderline or antisocial personality disorder.,Local data collection.
5,outcome,a,QS88-5-outcome-a,Service user experience of integrated care.,To be determined locally,To be determined locally,Adult Social Care Outcomes Framework
5,outcome,b,QS88-5-outcome-b,Frequency of crisis situations linked to transitions.,To be determined locally,To be determined locally,Local data collection.
5,outcome,c,QS88-5-outcome-c,Evidence from experience surveys and feedback that service users feel actively involved in shared decision‑making.,To be determined locally,To be determined locally,Local data collection.
6,structure,a,QS88-6-structure-a,Evidence of local arrangements to ensure that people with borderline or antisocial personality disorder have their long‑term goals for education and employment identified in their care plan.,NA,NA,Local data collection.
6,process,a,QS88-6-process-a,Proportion of people with borderline or antisocial personality disorder who have their long‑term goals for education and employment identified in their care plan.,Number in the denominator who have their long‑term goals for education and employment identified in their care plan.,Number of people with borderline or antisocial personality disorder.,Local data collection.
6,outcome,a,QS88-6-outcome-a,Proportion of people in contact with secondary mental health services who are able and fit to work and are in paid employment.,To be determined locally,To be determined locally,Adult Social Care Outcomes Framework.
7,structure,a,QS88-7-structure-a,Evidence of local arrangements to ensure that mental health professionals supporting people with borderline or antisocial personality disorder have an agreed level and frequency of supervision.,NA,NA,Local data collection.
7,structure,b,QS88-7-structure-b,Evidence of local arrangements to ensure that the level and frequency of supervision of mental health professionals supporting people with borderline or antisocial personality disorder is monitored.,NA,NA,Local data collection.
7,process,a,QS88-7-process-a,Proportion of mental health professionals supporting people with borderline or antisocial personality disorder who have an agreed level and frequency of supervision.,NA,NA,Local data collection.
7,outcome,a,QS88-7-outcome-a,Staff retention among mental health professionals.,To be determined locally,To be determined locally,NA
7,outcome,b,QS88-7-outcome-b,Job satisfaction among mental health professionals.,To be determined locally,To be determined locally,NHS Outcomes Framework and NHS Staff Survey.
