statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
4,process,a,QS17-4-process-a,Proportion of adults with lung cancer treated with curative intent who had PET‑CT before starting treatment.,The number in the denominator who had PET‑CT before starting treatment.,The number of adults with lung cancer treated with curative intent.,"Local data collection, for example, audit of patient records."
4,process,b,QS17-4-process-b,Proportion of adults with non-small-cell lung cancer stage II or III treated with curative intent who had brain imaging before starting treatment.,The number in the denominator who had brain imaging before starting treatment.,The number of adults with non-small-cell lung cancer stage II or III treated with curative intent.,"Local data collection, for example, audit of patient records."
4,process,c,QS17-4-process-c,Proportion of adults with non-small-cell lung cancer treated with curative intent who had spirometry and transfer factor (TLCO) before starting treatment.,The number in the denominator who had spirometry and TLCO before starting treatment.,The number of adults with non-small-cell lung cancer treated with curative intent.,"National Cancer Registration and Analysis Service Cancer Outcomes and Services Dataset includes data on diffusion capacity or TLCO, and forced expiratory volume (FEV1). Royal College of Physicians National Lung Cancer Audit uses data from National Cancer Registration and Analysis Service Cancer Outcomes and Services Dataset on completeness for FEV1 and FEV1% predicted for people with stage I or II lung cancer and performance status 0 to 1."
4,process,d,QS17-4-process-d,Proportion of adults with lung cancer who had clinical stage and performance status recorded.,The number in the denominator who had clinical stage and performance status recorded.,The number of adults with lung cancer.,Royal College of Physicians' National Lung Cancer Audit uses data from National Cancer Registration and Analysis Service Cancer Outcomes and Services Dataset on valid performance status and stage.
4,outcome,a,QS17-4-outcome-a,1‑year survival rate for adults with lung cancer treated with curative intent.,To be determined locally,To be determined locally,National Cancer Registration and Analysis Service Cancer Outcomes and Services Dataset.
5,structure,a,QS17-5-structure-a,Evidence that lung cancer multidisciplinary team meetings include all specialist core members.,NA,NA,"Local data collection, such as attendance monitoring for lung cancer multidisciplinary team meetings."
5,structure,b,QS17-5-structure-b,Evidence of local processes for discussing options for treatment with curative intent with adults with stage I or II non-small-cell lung cancer and good performance status.,NA,NA,"Local data collection, such as local clinical protocols and patient information resources."
5,structure,c,QS17-5-structure-c,Evidence of local arrangements and written clinical protocols to ensure that adults with non-small-cell lung cancer stage I or II and good performance status have treatment with curative intent.,NA,NA,"Local data collection, such as local clinical protocols."
5,process,a,QS17-5-process-a,Proportion of adults with non-small-cell lung cancer stage I or II and good performance status who have treatment with curative intent.,The number in the denominator who have treatment with curative intent.,The number of adults with non-small-cell lung cancer stage I or II and good performance status.,Royal College of Physicians' National Lung Cancer Audit uses data from National Cancer Registration and Analysis Service Cancer Outcomes and Services Dataset on people with non-small-cell lung cancer stage I or II and performance status 0 to 2 receiving treatment with curative intent.
5,outcome,a,QS17-5-outcome-a,Proportion of adults with non-small-cell lung cancer stage I or II and good performance status who are satisfied that treatment options were explained to them.,The number in the denominator who are satisfied that treatment options were explained to them.,The number of adults with non-small-cell lung cancer stage I or II and good performance status.,"Local data collection, for example, a survey of adults with non-small-cell lung cancer or their families and carers."
5,outcome,b,QS17-5-outcome-b,1‑year survival rate for adults with non-small-cell lung cancer stage I or II.,To be determined locally,To be determined locally,National Cancer Registration and Analysis Service Cancer Outcomes and Services Dataset.
5,outcome,c,QS17-5-outcome-c,5‑year survival rate for adults with non-small-cell lung cancer stage I or II.,To be determined locally,To be determined locally,"Local data collection, for example, audit of patient review records."
6,structure,a,QS17-6-structure-a,Evidence of the availability of radiologists and respiratory specialists experienced in performing lung biopsies for adults with lung cancer.,NA,NA,"Local data collection, for example, workforce plans or staff rotas."
6,structure,b,QS17-6-structure-b,"Evidence of local processes to ensure that adults with non-small-cell lung cancer stage III or IV who are having tissue sampling, have samples taken that are suitable for pathological diagnosis and assessment of predictive biomarkers.",NA,NA,"Local data collection, for example, service protocols."
6,structure,c,QS17-6-structure-c,Evidence of audit of the local test performance of endobronchial ultrasound‑guided transbronchial needle aspiration (EBUS‑TBNA) and endoscopic ultrasound‑guided fine-needle aspiration (EUS‑FNA) for people with lung cancer.,NA,NA,"Local data collection, for example, audit reports. Specific details of audit for EBUS‑TBNA are included in the British Thoracic Society quality standards for diagnostic flexible bronchoscopy in adults (statements 5a and b)."
6,process,a,QS17-6-process-a,Proportion of adults with non-small-cell lung cancer stage III or IV who have a second diagnostic test in order to determine histological sub‑type or predictive biomarkers.,The number in the denominator who have a second diagnostic test in order to determine histological sub‑type or predictive biomarkers.,The number of adults with non-small-cell lung cancer stage III or IV.,"Local data collection, for example, audit of patient records. For measurement purposes, this measure aims to identify where suitable samples have not been taken, making it necessary for a second test to be carried out."
6,process,b,QS17-6-process-b,Proportion of adults with non-small-cell lung cancer stage III or IV for whom the reported tumour sub‑type is 'not otherwise specified'.,The number in the denominator for whom the reported tumour sub‑type is 'not otherwise specified'.,The number of adults with non-small-cell lung cancer stage III or IV.,"National Cancer Registration and Analysis Service Cancer Outcomes and Services Dataset. For measurement purposes, this measure aims to identify where suitable samples have not been taken, resulting in a sub‑type 'not otherwise specified'."
6,process,c,QS17-6-process-c,Proportion of adults with non-small-cell lung cancer stage III or IV and performance status 0 to 2 who are successfully tested for all relevant biomarkers.,The number in the denominator who are successfully tested for all relevant biomarkers.,The number of adults with non-small-cell lung cancer stage III or IV and performance status 0 to 2.,"National Cancer Registration and Analysis Service Cancer Outcomes and Services Dataset includes data on epidermal growth factor receptor mutational status, ALK fusion status, ROS1 Fusion status and PD‑L1 expression."
6,outcome,a,QS17-6-outcome-a,Proportion of adults with non-small-cell lung cancer stage III or IV and performance status 0 to 2 who have a pathological diagnosis.,The number in the denominator who have a pathological diagnosis.,The number of adults with non-small-cell lung cancer stage III or IV and performance status 0 to 2.,National Cancer Registration and Analysis Service Cancer Outcomes and Services Dataset.
6,outcome,b,QS17-6-outcome-b,1‑year survival rate for adults with non-small-cell lung cancer stage III or IV.,To be determined locally,To be determined locally,National Cancer Registration and Analysis Service Cancer Outcomes and Services Dataset.
