statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
4,process,a,QS35-4-process-a,"Proportion of women with severe hypertension who are admitted for a full assessment, carried out by a healthcare professional trained in managing hypertensive disorders in pregnancy.","The number of women in the denominator who are admitted for a full assessment, carried out by a healthcare professional trained in managing hypertensive disorders in pregnancy.",The number of pregnant women with severe hypertension.,Local data collection.
4,outcome,a,QS35-4-outcome-a,Number of women with severe hypertension in pregnancy who have a stroke.,To be determined locally,To be determined locally,Local data collection.
5,structure,a,QS35-5-structure-a,"Evidence of local arrangements to ensure that women with pre-eclampsia who have severe hypertension or are at a high risk of adverse events, or if there are any clinical concerns, are admitted to hospital.",NA,NA,Local data collection.
5,structure,b,QS35-5-structure-b,"Evidence of local arrangements for women with pre-eclampsia who have severe hypertension or are at a high risk of adverse events or if there are any clinical concerns, to receive an integrated package of care that includes monitoring of their condition.",NA,NA,Local data collection.
5,process,a,QS35-5-process-a,"The proportion of women with pre-eclampsia who have severe hypertension or are at a high risk of adverse events, or if there are any clinical concerns, who are admitted to hospital and monitored.",The number of women in the denominator who are admitted to hospital and monitored.,"The number of women with pre-eclampsia who have severe hypertension or are at a high risk of adverse events, or if there are any clinical concerns.",Local data collection.
6,structure,a,QS35-6-structure-a,Evidence of local arrangements to ensure that women with pre-eclampsia have a senior obstetrician involved in decisions about the timing of birth.,NA,NA,Local data collection.
6,process,a,QS35-6-process-a,Proportion of women with pre-eclampsia who have given birth who had a senior obstetrician involved in decisions about the timing of birth.,The number of women in the denominator who had a senior obstetrician involved in decisions about the timing of birth.,The number of women who have given birth who had pre-eclampsia.,Local data collection.
6,outcome,a,QS35-6-outcome-a,Number of maternal deaths of women with pre-eclampsia.,To be determined locally,To be determined locally,Local data collection. The 2019 and 2016 Confidential Enquiries into Maternal Deaths and Morbidity reported on deaths from pre-eclampsia and related causes.
6,outcome,b,QS35-6-outcome-b,Number of fetal deaths for women with pre-eclampsia.,To be determined locally,To be determined locally,Local data collection.
6,outcome,c,QS35-6-outcome-c,Number of admissions of women with pre-eclampsia to intensive care units (ICU).,To be determined locally,To be determined locally,Local data collection.
6,outcome,d,QS35-6-outcome-d,Number of admissions of babies born to women with pre-eclampsia to neonatal intensive care units (NICU).,To be determined locally,To be determined locally,Local data collection.
7,structure,a,QS35-7-structure-a,Evidence of local arrangements to communicate a plan for ongoing antihypertensive management for women who had hypertension in pregnancy to their GP when they are transferred to community care after the birth.,NA,NA,Local data collection.
7,process,a,QS35-7-process-a,The proportion of women with hypertension in pregnancy for whom a plan for ongoing antihypertensive management is communicated to their GP when they are transferred to community care after the birth.,The number of women in the denominator for whom a plan for ongoing antihypertensive management is communicated to their GP when they are transferred to community care after the birth.,The number of women who have given birth who had hypertension in pregnancy.,Local data collection.
8,structure,a,QS35-8-structure-a,Evidence of local arrangements for all women who have had gestational hypertension or pre-eclampsia to have a discussion about future related risks during the medical review at their 6 to 8 week postnatal medical check.,NA,NA,Local data collection.
8,process,a,QS35-8-process-a,The proportion of women who have had gestational hypertension or pre-eclampsia who have a discussion about future related risks during the medical review at their 6 to 8 week postnatal medical check.,The number of women in the denominator who have a discussion about future related risks.,The number of women who have had gestational hypertension or pre-eclampsia who have a medical review at their 6 to 8 week postnatal check.,Local data collection.
