statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
5,process,a,QS8-5-process-a,Proportion of people with persistent subthreshold depressive symptoms or mild depression prescribed antidepressant medication who meet specific clinical criteria for the prescription of antidepressants in accordance with NICE guidance.,The number of people in the denominator meeting the specific clinical criteria for the prescription of antidepressants in accordance with NICE guidance.,The number of people with persistent subthreshold depressive symptoms or mild depression prescribed antidepressants.,NA
6,structure,a,QS8-6-structure-a,Evidence of coordination and cooperation between services delivering pharmacological and psychological interventions.,NA,NA,NA
6,process,a,QS8-6-process-a,Proportion of people with moderate or severe depression (and no existing chronic physical health problem) who receive a combination of antidepressant medication and either high-intensity cognitive behavioural therapy or interpersonal therapy.,The number of people in the denominator receiving a combination of antidepressant medication and either high-intensity cognitive behavioural therapy or interpersonal therapy.,The number of people with moderate or severe depression (and no existing chronic physical health problem).,NA
7,structure,a,QS8-7-structure-a,Evidence of local arrangements to provide appropriate high-intensity psychological interventions for people with moderate depression and a chronic physical health problem.,NA,NA,NA
7,process,a,QS8-7-process-a,Proportion of people with moderate depression and a chronic physical health problem who receive an appropriate high-intensity psychological intervention.,The number of people in the denominator receiving an appropriate high-intensity psychological intervention.,The number of people with moderate depression and a chronic physical health problem.,NA
8,structure,a,QS8-8-structure-a,Evidence of local arrangements to provide a combination of antidepressant medication and individual cognitive behavioural therapy (CBT) to people with severe depression and a chronic physical health problem.,NA,NA,NA
8,process,a,QS8-8-process-a,Proportion of people with severe depression and a chronic physical health problem who receive a combination of antidepressant medication and individual CBT.,The number of people in the denominator receiving a combination of antidepressant medication and individual CBT.,The number of people with severe depression and a chronic physical health problem.,NA
9,structure,a,QS8-9-structure-a,"Evidence of local arrangements to provide collaborative care to people with moderate to severe depression and a chronic physical health problem with associated functional impairment, whose symptoms are not responding to initial interventions.",NA,NA,NA
9,process,a,QS8-9-process-a,"Proportion of people with moderate to severe depression and a chronic physical health problem with associated functional impairment, whose symptoms are not responding to initial interventions, who receive collaborative care.",The number of people in the denominator receiving collaborative care.,The number of people with a chronic physical health problem and moderate to severe depression with associated functional impairment whose symptoms are not responding to initial interventions.,NA
10,structure,a,QS8-10-structure-a,Evidence of local arrangements for monitoring and reviewing people prescribed antidepressants.,NA,NA,NA
10,process,a,QS8-10-process-a,Proportion of people with depression benefiting from antidepressants who remain on them at least 6 months after remission.,The number of people in the denominator remaining on antidepressants at least 6 months after remission.,The number of people with depression benefiting from antidepressants.,NA
10,process,b,QS8-10-process-b,Proportion of people with depression benefiting from antidepressants and at risk of relapse who remain on them 2 years after remission.,The number of people in the denominator remaining on antidepressants 2 years after remission.,The number of people with depression benefiting from antidepressants and at risk of relapse.,NA
11,structure,a,QS8-11-structure-a,Evidence of procedures to regularly reassess people with depression whose treatment consists solely of antidepressants.,NA,NA,NA
11,process,a,QS8-11-process-a,Proportion of people with depression treated solely with antidepressants who are reassessed at least every 4 weeks for the first 3 months of treatment.,The number of people in the denominator reassessed at least every 4 weeks for the first 3 months of treatment.,The number of people with depression treated solely with antidepressants.,NA
12,structure,a,QS8-12-structure-a,Evidence of local arrangements to identify people with depression that has not responded adequately to initial treatment within 6 to 8 weeks and to review treatment plans.,NA,NA,NA
12,process,a,QS8-12-process-a,Proportion of people with depression that has not responded adequately to initial treatment within 8 weeks who have their treatment plan reviewed.,The number of people in the denominator receiving a review of their treatment plan.,The number of people with depression that has not responded adequately to initial treatment within 8 weeks.,NA
13,structure,a,QS8-13-structure-a,Evidence of local arrangements to provide appropriate psychological interventions to people who have been treated for depression who have residual symptoms or are at significant risk of relapse.,NA,NA,NA
13,process,a,QS8-13-process-a,Proportion of people who have been treated for depression who have residual symptoms or are at significant risk of relapse who receive appropriate psychological interventions.,The number of people in the denominator receiving appropriate psychological interventions.,The number of people who have been treated for depression who have residual symptoms or are at significant risk of relapse.,NA
