statement_number,measure_type,point,measure_id,measure,numerator,denominator
6,outcome,b,QS14-6-outcome-b,Evidence from experience surveys and feedback that people using mental health services were given a copy of their care plan.,NA,NA
6,outcome,c,QS14-6-outcome-c,Evidence from experience surveys and feedback that people using mental health services have an agreed date to review their care plan.,NA,NA
6,outcome,d,QS14-6-outcome-d,Evidence from experience surveys and feedback that people using mental health services who may be at risk of crisis jointly develop a crisis plan with mental health and social care professionals.,NA,NA
7,structure,a,QS14-7-structure-a,Evidence of local arrangements to ensure that people staying in hospital can see a known mental healthcare professional on a one-to-one basis every day for at least 1 hour.,NA,NA
7,structure,b,QS14-7-structure-b,Evidence of local arrangements to ensure that people staying in hospital can see their consultant on a one-to-one basis at least once a week for at least 20 minutes.,NA,NA
7,structure,c,QS14-7-structure-c,Evidence of local arrangements to ensure that people staying in hospital are given an opportunity to meet a specialist mental health pharmacist.,NA,NA
7,process,a,QS14-7-process-a,Proportion of people staying in hospital for mental health care who saw a mental healthcare professional known to the person using services on a one-to-one basis every day for at least 1 hour.,The number of people in the denominator who saw a mental healthcare professional known to the person using services on a one-to-one basis every day for at least 1 hour.,The number of people admitted as inpatients to mental health services.
7,process,b,QS14-7-process-b,Proportion of people staying in hospital for mental health care who saw their consultant on a one-to-one basis at least once a week for at least 20 minutes.,The number of people in the denominator who saw their consultant on a one-to-one basis at least once a week for at least 20 minutes.,The number of people admitted as inpatients to mental health services.
7,process,c,QS14-7-process-c,Proportion of people staying in hospital for mental health care who saw a specialist mental health pharmacist.,The number of people in the denominator who saw a specialist mental health pharmacist.,The number of people admitted as inpatients to mental health services.
7,outcome,a,QS14-7-outcome-a,Evidence from experience surveys and feedback that people staying in hospital for mental health care see a mental healthcare professional known to the person using services on a one-to-one basis every day for at least 1 hour.,NA,NA
7,outcome,b,QS14-7-outcome-b,Evidence from experience surveys and feedback that people staying in hospital for mental health care see their consultant on a one-to-one basis at least once a week for at least 20 minutes.,NA,NA
7,outcome,c,QS14-7-outcome-c,Evidence from experience surveys and feedback that people staying in hospital for mental health care know they can meet a specialist mental health pharmacist.,NA,NA
8,structure,a,QS14-8-structure-a,"Evidence of local arrangements to ensure that people staying in hospital have access to meaningful and culturally appropriate activities 7 days a week, not restricted to 9am to 5pm.",NA,NA
8,outcome,a,QS14-8-outcome-a,"Evidence from experience surveys and feedback that people staying in hospital felt they could access meaningful and culturally appropriate activities 7 days a week, not restricted to 9am to 5pm.",NA,NA
