statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
4,structure,a,QS178-4-structure-a,Evidence of local arrangements to ensure that people contacting a sexual health service about an STI are offered an appointment that is within 2 working days.,NA,NA,"Local data collection, such as service protocols. Included in the Department of Health and Social Care's Integrated sexual health services: a suggested national service specification."
4,process,a,QS178-4-process-a,"Proportion of contacts with a sexual health service about an STI in which an appointment that is within 2 working days, was offered.","The number in the denominator in which an appointment that is within 2 working days, was offered.",The number of contacts with a sexual health service about an STI.,"Local data collection, such as an audit of patient health records. Included in the Department of Health and Social Care's Integrated sexual health services: national service specification."
4,process,b,QS178-4-process-b,Proportion of attendances at a sexual health service walk-in clinic in which the waiting time was less than 2 hours.,The number in the denominator in which the waiting time was less than 2 hours.,The number of attendances at a sexual health service walk-in clinic.,"Local data collection, such as clinic wait time records. Included in the Department of Health and Social Care's Integrated sexual health services: national service specification."
4,outcome,a,QS178-4-outcome-a,Satisfaction with access to services among people who contact sexual health services about an STI.,To be determined locally,To be determined locally,"Local data collection, such as a patient survey."
4,outcome,b,QS178-4-outcome-b,Coverage of testing for STIs: proportion of people attending the service who are tested for STIs.,To be determined locally,To be determined locally,"Local data collection, for example, the proportion of young people screened for chlamydia and HIV testing coverage are collected as part of Public Health England's Sexual and reproductive health profiles."
4,outcome,c,QS178-4-outcome-c,"New STI diagnoses (excluding chlamydia in people aged under 25) per 100,000 people aged 15 to 64.",To be determined locally,To be determined locally,These data are collected as part of Public Health England's Sexual and reproductive health profiles.
4,outcome,d,QS178-4-outcome-d,"Chlamydia detection rate per 100,000 people aged 15 to 24.",To be determined locally,To be determined locally,These data are collected as part of Public Health England's Sexual and reproductive health profiles.
5,structure,a,QS178-5-structure-a,Evidence of local arrangements to provide STI repeat testing every 3 months for men who have sex with men and are at increased risk of STIs.,NA,NA,"Local data collection, such as service protocols."
5,structure,b,QS178-5-structure-b,Evidence of local arrangements to encourage men who have sex with men to have repeat STI tests every 3 months if they are at increased risk of STIs.,NA,NA,"Local data collection, such as health promotion leaflets and materials."
5,process,a,QS178-5-process-a,Proportion of men who have sex with men and are at increased risk of STIs who were sent a reminder to have repeat testing for STIs within the past 3 months.,The number in the denominator who were sent a reminder to have repeat testing for STIs within the past 3 months.,The number of men who have sex with men and are at increased risk of STIs.,"Local data collection, such as an audit of patient health records."
5,process,b,QS178-5-process-b,Proportion of men who have sex with men and are at increased risk of STIs who were tested for STIs within the past 3 months.,The number in the denominator who were tested for STIs within the past 3 months.,The number of men who have sex with men and are at increased risk of STIs.,"Local data collection, such as an audit of patient health records."
5,outcome,a,QS178-5-outcome-a,Coverage of testing for STIs: proportion of people attending the service who are tested for STIs.,To be determined locally,To be determined locally,"Local data collection, for example, the proportion of young people screened for chlamydia and HIV testing coverage are collected as part of Public Health England's Sexual and reproductive health profiles."
5,outcome,b,QS178-5-outcome-b,"New STI diagnoses (excluding chlamydia in people aged under 25) per 100,000 people aged 15 to 64.",To be determined locally,To be determined locally,These data are collected as part of Public Health England's Sexual and reproductive health profiles.
5,outcome,c,QS178-5-outcome-c,"Chlamydia detection rate per 100,000 people aged 15 to 24.",To be determined locally,To be determined locally,These data are collected as part of Public Health England's Sexual and reproductive health profiles.
6,structure,a,QS178-6-structure-a,Evidence of local arrangements for partner notification to be discussed with people diagnosed with STIs.,NA,NA,"Local data collection, such as service protocols. Included in the Department of Health and Social Care's Integrated sexual health services: national service specification."
6,structure,b,QS178-6-structure-b,Evidence of local arrangements for partner notification support to be provided to people diagnosed with STIs.,NA,NA,"Local data collection, such as service protocols and referral pathways. Included in the Department of Health and Social Care's Integrated sexual health services: national service specification."
6,process,a,QS178-6-process-a,Proportion of people diagnosed with an STI who have partner notification initiated.,The number in the denominator who have partner notification initiated.,The number of people diagnosed with an STI.,Local data collection. Public Health England's GUMCAD STI surveillance system collects data on partner notification being initiated.
6,outcome,a,QS178-6-outcome-a,Coverage of testing for STIs: proportion of people attending the service who are tested for STIs.,To be determined locally,To be determined locally,"Local data collection, for example, the proportion of young people screened for chlamydia and HIV testing coverage, are collected as part of Public Health England's Sexual and reproductive health profiles."
6,outcome,b,QS178-6-outcome-b,Number of people presenting as a partner of an index case diagnosed with an STI.,To be determined locally,To be determined locally,"Local data collection. Public Health England's GUMCAD STI surveillance system collects data on people presenting as a partner of a person identified as having an index case of chlamydia, gonorrhoea, HIV or non-specific genital infection."
