statement_number,measure_type,point,measure_id,measure,numerator,denominator,data_source
2,outcome,a,QS54-2-outcome-a,Feedback from adults with faecal incontinence (or their carers) that symptoms were properly assessed and not assumed to be caused by any pre-existing conditions or disabilities.,To be determined locally,To be determined locally,Local data collection.
3,structure,a,QS54-3-structure-a,Evidence of local provision of ongoing practical support and advice on coping with symptoms of faecal incontinence.,NA,NA,Local data collection.
3,structure,b,QS54-3-structure-b,Evidence of local pathways (which are known to healthcare professionals carrying out baseline assessments for adults reporting bowel control problems) for accessing practical support and advice on coping with symptoms of faecal incontinence.,NA,NA,Local data collection. The APPG Continence Care survey includes a question on what pathways are available for people with incontinence within the organisation.
3,structure,c,QS54-3-structure-c,Evidence that a choice of appropriate products for faecal incontinence is available locally.,NA,NA,Local data collection. The APPG Continence Care survey includes a question on whether a choice of products within a range is offered after assessment.
3,process,a,QS54-3-process-a,Proportion of adults reporting bowel control problems and their carers who receive support and advice at the time of baseline assessment for coping with symptoms.,The number of people in the denominator for whom they and their carers receive support and advice at the time of baseline assessment for coping with symptoms.,The number of adults with faecal incontinence.,Local data collection. The National Audit of Continence Care (NACC) collects data on the information available to people with faecal incontinence and their carers.
3,process,b,QS54-3-process-b,Proportion of adults reporting bowel control problems who are given a choice of appropriate products at the time of baseline assessment for coping with symptoms.,The number of people in the denominator who are given a choice of appropriate products at the time of baseline assessment for coping with symptoms.,The number of adults with faecal incontinence.,Local data collection. The National Audit of Continence Care (NACC) collects data on the NHS continence products that people can access.
3,outcome,a,QS54-3-outcome-a,Feedback from adults with faecal incontinence that they receive ongoing support and advice and a choice of appropriate products for coping with symptoms.,To be determined locally,To be determined locally,Local data collection.
4,structure,a,QS54-4-structure-a,Evidence of local capability to provide interventions for initial management of faecal incontinence.,NA,NA,Local data collection.
4,structure,b,QS54-4-structure-b,Evidence of local pathways (which are known to healthcare professionals carrying out baseline assessments for adults reporting bowel control problems) for accessing interventions for initial management of faecal incontinence.,NA,NA,Local data collection. The APPG Continence Care survey includes a question on what pathways are available for people with incontinence within the organisation.
4,process,a,QS54-4-process-a,"Proportion of adults with faecal incontinence who have had a baseline assessment and have an initial management plan that covers any specific conditions causing symptoms, and diet, bowel habit, toilet access and medication.","The number of people in the denominator with an initial management plan that covers specific conditions that are causing symptoms, and diet, bowel habit, toilet access and medication.",The number of adults with faecal incontinence who have had a baseline assessment.,"Local data collection. The National Audit of Continence Care (NACC) collects data on whether there is a treatment plan, whether condition-specific interventions have been given or planned and whether the person's own goals and decisions for treatment and care have been documented."
5,structure,a,QS54-5-structure-a,Evidence of local referral pathways for all options for specialised management of faecal incontinence.,NA,NA,Local data collection. The National Audit of Continence Care (NACC) collects data on whether services have clear pathways for referral between providers. The APPG Continence Care survey includes a question on what pathways are available for people with incontinence within the organisation.
5,process,a,QS54-5-process-a,Proportion of adults continuing to experience episodes of faecal incontinence after initial management who are offered referral for specialised management.,The number of people in the denominator who are offered referral for specialised management.,The number of adults continuing to experience episodes of faecal incontinence after initial management.,Local data collection. The National Audit of Continence Care (NACC) collects data on further investigations and referrals to a specialist or another service for people with a treatment plan.
